order_id,order_date,customer_id,product,category,region,quantity,unit_price
100482,2023-07-27,C0083,Sofa,Furniture,North,0,25000
100483,2023-11-23,C0566,Chair,Furniture,West,2,3500
100484,,C0176,Laptop,Electronics,North,-1,55000
100485,invalid,C0340,Sofa,Furniture,North,0,25000
100486,24-01-23,C0581,Mobile,Electronics,West,1,20000
100487,2023/06/11,C0288,Laptop,Electronics,North,-1,55000
100488,2023-06-03,C0148,Laptop,Electronics,West,1,55000
100489,invalid,C0247,Mobile,Electronics,West,3,20000
100490,invalid,C0144,Chair,Furniture,North,0,3500
100491,2023-06-24,C0448,Laptop,Electronics,South,1,55000
100492,2023-11-21,C0407,Desk,Furniture,East,0,8000
100493,2023/07/02,C0462,Tablet,Electronics,West,0,30000
100494,invalid,C0443,Desk,Furniture,South,2,8000
100495,2023-02-12,C0303,Chair,Furniture,South,1,3500
100496,,C0390,Tablet,Electronics,South,1,30000
100497,16-08-23,C0094,Tablet,Electronics,North,1,30000
100498,2023/02/14,C0277,Tablet,Electronics,North,0,30000
100499,2023-01-14,C0460,Mobile,Electronics,West,2,20000
100500,invalid,C0568,Laptop,Electronics,North,1,55000
100501,31-07-23,C0395,Headphones,Electronics,North,1,3000
100502,invalid,C0087,Chair,Furniture,South,0,3500
100503,2023/05/18,C0390,Mobile,Electronics,South,-1,20000
100504,2023-03-27,C0505,Tablet,Electronics,South,1,30000
100505,,C0432,Chair,Furniture,East,1,3500
100506,invalid,C0253,Tablet,Electronics,West,1,30000
100507,04-01-23,C0110,Mobile,Electronics,South,2,20000
100508,,C0390,Chair,Furniture,East,1,3500
100509,05-11-23,C0140,Chair,Furniture,East,0,3500
100510,2023/07/23,C0491,Sofa,Furniture,East,1,25000
100511,12-07-23,C0503,Tablet,Electronics,South,1,30000
100512,2023-10-16,C0403,Tablet,Electronics,East,0,30000
100513,invalid,C0559,Mobile,Electronics,South,3,20000
100514,21-12-23,C0215,Sofa,Furniture,West,2,25000
100515,2023/11/21,C0419,Laptop,Electronics,West,0,55000
100516,,C0259,Tablet,Electronics,South,1,30000
100517,invalid,C0491,Laptop,Electronics,West,2,55000
100518,26-12-23,C0429,Headphones,Electronics,North,-1,3000
100519,2023/12/03,C0088,Headphones,Electronics,North,3,3000
100520,invalid,C0171,Sofa,Furniture,North,1,25000
100521,,C0410,Sofa,Furniture,East,-1,25000
100522,invalid,C0265,Laptop,Electronics,South,1,55000
100523,,C0590,Desk,Furniture,South,3,8000
100524,13-01-23,C0513,Chair,Furniture,South,2,3500
100525,2023-03-01,C0303,Chair,Furniture,West,1,3500
100526,25-06-23,C0146,Headphones,Electronics,East,-1,3000
100527,01-09-23,C0212,Chair,Furniture,West,0,3500
100528,2023-06-03,C0464,Laptop,Electronics,East,2,55000
100529,28-11-23,C0118,Laptop,Electronics,North,0,55000
100530,invalid,C0169,Laptop,Electronics,South,-1,55000
100531,,C0339,Desk,Furniture,West,1,8000
100532,,C0189,Headphones,Electronics,South,2,3000
100533,invalid,C0203,Laptop,Electronics,West,-1,55000
100534,27-12-23,C0220,Chair,Furniture,South,1,3500
100535,invalid,C0065,Headphones,Electronics,North,0,3000
100536,2023-05-15,C0202,Tablet,Electronics,West,1,30000
100537,invalid,C0502,Sofa,Furniture,East,0,25000
100538,23-08-23,C0117,Desk,Furniture,East,2,8000
100539,2023/06/10,C0305,Desk,Furniture,North,1,8000
100540,2023/07/11,C0313,Laptop,Electronics,North,1,55000
100541,,C0524,Sofa,Furniture,West,1,25000
100542,2023/09/07,C0393,Mobile,Electronics,West,3,20000
100543,,C0178,Sofa,Furniture,South,3,25000
100544,invalid,C0323,Mobile,Electronics,West,1,20000
100545,2023/04/10,C0010,Headphones,Electronics,West,1,3000
100546,,C0576,Headphones,Electronics,West,2,3000
100547,2023/02/12,C0455,Chair,Furniture,West,2,3500
100548,2023-05-21,C0226,Desk,Furniture,East,1,8000
100549,,C0296,Mobile,Electronics,South,3,20000
100550,invalid,C0508,Sofa,Furniture,North,0,25000
100551,invalid,C0557,Tablet,Electronics,East,0,30000
100552,,C0452,Headphones,Electronics,South,-1,3000
100553,2023-08-19,C0254,Sofa,Furniture,East,0,25000
100554,2023-05-02,C0090,Tablet,Electronics,West,1,30000
100555,2023/11/12,C0360,Mobile,Electronics,West,0,20000
100556,2023-10-19,C0212,Mobile,Electronics,South,0,20000
100557,27-12-23,C0288,Tablet,Electronics,South,3,30000
100558,invalid,C0587,Tablet,Electronics,East,1,30000
100559,2023-05-22,C0139,Headphones,Electronics,West,1,3000
100560,2023/03/16,C0130,Headphones,Electronics,South,-1,3000
100561,,C0254,Sofa,Furniture,West,1,25000
100562,,C0276,Desk,Furniture,West,-1,8000
100563,invalid,C0096,Laptop,Electronics,West,-1,55000
100564,25-10-23,C0466,Sofa,Furniture,West,1,25000
100565,02-02-23,C0096,Laptop,Electronics,West,0,55000
100566,,C0408,Headphones,Electronics,South,3,3000
100567,08-10-23,C0331,Chair,Furniture,East,1,3500
100568,16-12-23,C0580,Desk,Furniture,West,1,8000
100569,,C0048,Headphones,Electronics,North,1,3000
100570,,C0162,Laptop,Electronics,West,0,55000
100571,2023/05/21,C0136,Chair,Furniture,East,1,3500
100572,2023-07-10,C0370,Laptop,Electronics,East,-1,55000
100573,,C0170,Sofa,Furniture,North,-1,25000
100574,2023-12-27,C0240,Tablet,Electronics,West,-1,30000
100575,2023-03-09,C0219,Laptop,Electronics,West,1,55000
100576,2023-01-05,C0532,Desk,Furniture,West,1,8000
100577,2023/09/02,C0124,Sofa,Furniture,West,1,25000
100578,2023-02-22,C0393,Laptop,Electronics,North,1,55000
100579,,C0307,Tablet,Electronics,South,1,30000
100580,invalid,C0147,Sofa,Furniture,North,-1,25000
100581,20-04-23,C0169,Laptop,Electronics,West,3,55000
100582,invalid,C0156,Sofa,Furniture,West,-1,25000
100583,2023-03-13,C0223,Chair,Furniture,North,0,3500
100584,,C0394,Headphones,Electronics,East,1,3000
100585,2023-05-08,C0254,Headphones,Electronics,East,1,3000
100586,16-04-23,C0292,Desk,Furniture,North,3,8000
100587,,C0522,Desk,Furniture,South,3,8000
100588,,C0246,Sofa,Furniture,West,1,25000
100589,12-06-23,C0073,Mobile,Electronics,North,2,20000
100590,07-10-23,C0583,Mobile,Electronics,West,2,20000
100591,2023-10-28,C0483,Sofa,Furniture,North,1,25000
100592,2023-01-31,C0269,Laptop,Electronics,South,1,55000
100593,invalid,C0519,Headphones,Electronics,East,2,3000
100594,invalid,C0412,Chair,Furniture,North,-1,3500
100595,10-02-23,C0285,Desk,Furniture,North,1,8000
100596,,C0160,Desk,Furniture,East,1,8000
100597,,C0068,Sofa,Furniture,East,0,25000
100598,2023-08-21,C0089,Laptop,Electronics,West,1,55000
100599,2023/03/03,C0057,Desk,Furniture,East,3,8000
100600,2023/09/12,C0141,Laptop,Electronics,North,-1,55000
100601,2023/07/10,C0530,Tablet,Electronics,East,3,30000
100602,2023-06-21,C0276,Mobile,Electronics,North,-1,20000
100603,31-12-23,C0279,Headphones,Electronics,North,2,3000
100604,,C0079,Desk,Furniture,West,-1,8000
100605,22-03-23,C0512,Tablet,Electronics,South,1,30000
100606,2023/09/18,C0106,Tablet,Electronics,North,0,30000
100607,2023-08-30,C0013,Laptop,Electronics,South,1,55000
100608,2023-10-11,C0154,Tablet,Electronics,South,2,30000
100609,08-05-23,C0430,Headphones,Electronics,South,-1,3000
100610,2023-10-20,C0328,Chair,Furniture,East,-1,3500
100611,2023/04/25,C0515,Tablet,Electronics,North,1,30000
100612,2023-08-27,C0048,Headphones,Electronics,West,3,3000
100613,2023-10-11,C0319,Headphones,Electronics,East,1,3000
100614,16-10-23,C0378,Chair,Furniture,South,1,3500
100615,30-10-23,C0249,Headphones,Electronics,West,1,3000
100616,2023/01/04,C0201,Chair,Furniture,South,0,3500
100617,2023-06-21,C0239,Chair,Furniture,East,1,3500
100618,2023-04-16,C0386,Laptop,Electronics,East,0,55000
100619,2023-03-14,C0430,Desk,Furniture,West,1,8000
100620,2023/09/24,C0096,Sofa,Furniture,North,1,25000
100621,2023-10-25,C0382,Chair,Furniture,West,-1,3500
100622,2023-10-31,C0137,Laptop,Electronics,West,3,55000
100623,2023/05/30,C0446,Desk,Furniture,South,1,8000
100624,12-06-23,C0323,Tablet,Electronics,West,0,30000
100625,2023/03/11,C0240,Chair,Furniture,North,1,3500
100626,2023/02/24,C0599,Headphones,Electronics,North,0,3000
100627,,C0478,Mobile,Electronics,East,2,20000
100628,26-08-23,C0213,Desk,Furniture,West,1,8000
100629,2023/12/18,C0123,Tablet,Electronics,North,0,30000
100630,17-03-23,C0042,Tablet,Electronics,South,0,30000
100631,,C0255,Laptop,Electronics,East,-1,55000
100632,2023/01/16,C0307,Laptop,Electronics,East,-1,55000
100633,2023-08-25,C0464,Chair,Furniture,South,0,3500
100634,2023-02-01,C0144,Laptop,Electronics,North,0,55000
100635,2023/07/25,C0228,Headphones,Electronics,South,0,3000
100636,2023-01-12,C0087,Tablet,Electronics,East,-1,30000
100637,2023-06-19,C0455,Laptop,Electronics,South,1,55000
100638,2023/10/21,C0473,Laptop,Electronics,North,1,55000
100639,2023-07-15,C0405,Chair,Furniture,West,0,3500
100640,2023/04/06,C0177,Sofa,Furniture,East,2,25000
100641,2023-11-11,C0457,Tablet,Electronics,South,1,30000
100642,,C0252,Desk,Furniture,East,3,8000
100643,16-07-23,C0063,Desk,Furniture,North,2,8000
100644,invalid,C0205,Mobile,Electronics,South,2,20000
100645,invalid,C0368,Chair,Furniture,West,0,3500
100646,,C0515,Tablet,Electronics,East,3,30000
100647,2023-05-24,C0327,Mobile,Electronics,South,1,20000
100648,invalid,C0484,Laptop,Electronics,East,0,55000
100649,01-10-23,C0254,Mobile,Electronics,South,1,20000
100650,invalid,C0058,Headphones,Electronics,South,0,3000
100651,2023/10/31,C0178,Tablet,Electronics,South,0,30000
100652,18-10-23,C0368,Tablet,Electronics,North,0,30000
100653,,C0577,Desk,Furniture,South,1,8000
100654,2023-01-29,C0503,Tablet,Electronics,North,1,30000
100655,invalid,C0225,Mobile,Electronics,North,3,20000
100656,01-04-23,C0207,Laptop,Electronics,South,1,55000
100657,2023-03-17,C0332,Headphones,Electronics,North,0,3000
100658,invalid,C0146,Desk,Furniture,North,-1,8000
100659,04-06-23,C0406,Laptop,Electronics,North,1,55000
100660,,C0162,Tablet,Electronics,West,1,30000
100661,2023/12/07,C0576,Tablet,Electronics,East,1,30000
100662,19-12-23,C0180,Desk,Furniture,West,0,8000
100663,invalid,C0182,Tablet,Electronics,North,1,30000
100664,2023/11/05,C0582,Headphones,Electronics,North,0,3000
100665,,C0227,Tablet,Electronics,North,0,30000
100666,13-06-23,C0080,Tablet,Electronics,South,-1,30000
100667,,C0091,Mobile,Electronics,East,-1,20000
100668,12-05-23,C0256,Tablet,Electronics,North,1,30000
100669,,C0002,Headphones,Electronics,North,1,3000
100670,,C0171,Sofa,Furniture,West,2,25000
100671,,C0385,Tablet,Electronics,North,3,30000
100672,,C0231,Sofa,Furniture,South,0,25000
100673,2023-06-13,C0035,Headphones,Electronics,East,0,3000
100674,2023/07/12,C0076,Tablet,Electronics,East,1,30000
100675,01-11-23,C0077,Mobile,Electronics,North,-1,20000
100676,2023/11/07,C0032,Desk,Furniture,West,2,8000
100677,16-04-23,C0055,Chair,Furniture,North,1,3500
100678,02-06-23,C0568,Mobile,Electronics,East,2,20000
100679,invalid,C0051,Mobile,Electronics,West,1,20000
100680,02-01-23,C0158,Headphones,Electronics,North,2,3000
100681,2023/02/19,C0302,Chair,Furniture,West,1,3500
100682,2023-08-31,C0175,Laptop,Electronics,East,1,55000
100683,,C0316,Headphones,Electronics,West,1,3000
100684,2023/07/09,C0094,Sofa,Furniture,West,1,25000
100685,2023-05-15,C0192,Chair,Furniture,West,1,3500
100686,16-10-23,C0270,Chair,Furniture,South,2,3500
100687,05-10-23,C0100,Laptop,Electronics,North,1,55000
100688,,C0233,Chair,Furniture,North,0,3500
100689,,C0487,Chair,Furniture,South,3,3500
100690,2023-08-18,C0036,Laptop,Electronics,South,2,55000
100691,2023/01/22,C0217,Mobile,Electronics,South,1,20000
100692,2023/11/01,C0446,Chair,Furniture,South,1,3500
100693,,C0069,Tablet,Electronics,North,1,30000
100694,invalid,C0334,Chair,Furniture,East,3,3500
100695,2023-08-01,C0536,Headphones,Electronics,West,1,3000
100696,2023-10-16,C0581,Mobile,Electronics,North,1,20000
100697,,C0293,Headphones,Electronics,East,1,3000
100698,2023-03-30,C0498,Chair,Furniture,West,-1,3500
100699,2023-07-22,C0148,Tablet,Electronics,West,2,30000
100700,,C0244,Tablet,Electronics,North,-1,30000
100701,24-05-23,C0346,Tablet,Electronics,East,1,30000
100702,2023/06/03,C0101,Headphones,Electronics,South,2,3000
100703,,C0329,Sofa,Furniture,East,2,25000
100704,2023/07/28,C0193,Sofa,Furniture,West,1,25000
100705,2023-09-21,C0529,Sofa,Furniture,East,2,25000
100706,invalid,C0068,Headphones,Electronics,East,1,3000
100707,2023/04/09,C0537,Mobile,Electronics,North,0,20000
100708,2023-08-22,C0060,Headphones,Electronics,South,1,3000
100709,26-08-23,C0204,Laptop,Electronics,East,1,55000
100710,2023/07/10,C0127,Desk,Furniture,North,2,8000
100711,,C0457,Chair,Furniture,South,3,3500
100712,19-12-23,C0353,Desk,Furniture,South,1,8000
100713,2023-03-25,C0029,Laptop,Electronics,West,1,55000
100714,2023/12/13,C0220,Headphones,Electronics,South,3,3000
100715,2023-08-31,C0420,Mobile,Electronics,North,1,20000
100716,2023/05/10,C0178,Mobile,Electronics,North,-1,20000
100717,,C0313,Desk,Furniture,East,0,8000
100718,2023/08/27,C0471,Headphones,Electronics,East,1,3000
100719,invalid,C0534,Tablet,Electronics,West,-1,30000
100720,17-12-23,C0384,Laptop,Electronics,East,3,55000
100721,24-11-23,C0066,Laptop,Electronics,East,2,55000
100722,07-04-23,C0284,Tablet,Electronics,East,0,30000
100723,invalid,C0247,Mobile,Electronics,North,3,20000
100724,,C0144,Sofa,Furniture,North,1,25000
100725,2023-10-26,C0415,Tablet,Electronics,West,2,30000
100726,2023/12/18,C0195,Sofa,Furniture,East,3,25000
100727,invalid,C0488,Desk,Furniture,East,-1,8000
100728,19-02-23,C0572,Headphones,Electronics,South,1,3000
100729,02-12-23,C0265,Chair,Furniture,South,1,3500
100730,04-08-23,C0364,Laptop,Electronics,South,1,55000
100731,invalid,C0381,Headphones,Electronics,East,1,3000
100732,2023-11-21,C0121,Chair,Furniture,West,0,3500
100733,2023/09/14,C0073,Desk,Furniture,West,3,8000
100734,,C0391,Laptop,Electronics,East,0,55000
100735,2023/06/25,C0155,Headphones,Electronics,South,0,3000
100736,03-04-23,C0469,Chair,Furniture,South,3,3500
100737,2023/06/10,C0500,Headphones,Electronics,East,1,3000
100738,18-04-23,C0005,Sofa,Furniture,West,1,25000
100739,,C0173,Headphones,Electronics,South,0,3000
100740,,C0445,Mobile,Electronics,West,3,20000
100741,invalid,C0005,Chair,Furniture,North,2,3500
100742,invalid,C0015,Sofa,Furniture,East,1,25000
100743,2023/12/22,C0005,Laptop,Electronics,South,-1,55000
100744,,C0133,Tablet,Electronics,North,1,30000
100745,2023-06-02,C0172,Desk,Furniture,North,1,8000
100746,,C0533,Tablet,Electronics,East,2,30000
100747,2023/03/26,C0502,Mobile,Electronics,East,1,20000
100748,2023/03/09,C0020,Headphones,Electronics,South,2,3000
100749,2023-07-07,C0023,Mobile,Electronics,South,-1,20000
100750,01-10-23,C0039,Sofa,Furniture,West,-1,25000
100751,2023-01-25,C0050,Desk,Furniture,North,1,8000
100752,,C0427,Sofa,Furniture,West,1,25000
100753,2023/12/22,C0486,Desk,Furniture,South,1,8000
100754,,C0010,Sofa,Furniture,East,-1,25000
100755,invalid,C0533,Laptop,Electronics,East,-1,55000
100756,invalid,C0429,Sofa,Furniture,North,1,25000
100757,,C0117,Laptop,Electronics,North,1,55000
100758,27-12-23,C0270,Desk,Furniture,South,1,8000
100759,invalid,C0165,Chair,Furniture,North,1,3500
100760,2023/01/02,C0493,Mobile,Electronics,East,-1,20000
100761,invalid,C0092,Laptop,Electronics,North,-1,55000
100762,2023-05-12,C0093,Chair,Furniture,North,1,3500
100763,26-08-23,C0468,Sofa,Furniture,East,1,25000
100764,04-07-23,C0179,Laptop,Electronics,North,1,55000
100765,2023-02-18,C0321,Headphones,Electronics,West,-1,3000
100766,2023/12/06,C0047,Headphones,Electronics,North,0,3000
100767,,C0337,Sofa,Furniture,East,1,25000
100768,04-04-23,C0096,Tablet,Electronics,East,-1,30000
100769,17-07-23,C0410,Laptop,Electronics,West,2,55000
100770,2023/02/27,C0490,Sofa,Furniture,West,0,25000
100771,2023-08-02,C0061,Mobile,Electronics,South,-1,20000
100772,2023/11/09,C0583,Desk,Furniture,West,2,8000
100773,2023/09/05,C0368,Chair,Furniture,North,0,3500
100774,2023-02-02,C0422,Chair,Furniture,West,1,3500
100775,invalid,C0322,Tablet,Electronics,North,-1,30000
100776,invalid,C0230,Sofa,Furniture,East,3,25000
100777,2023/09/04,C0098,Sofa,Furniture,West,-1,25000
100778,invalid,C0395,Tablet,Electronics,South,-1,30000
100779,,C0161,Laptop,Electronics,West,1,55000
100780,2023/06/19,C0504,Laptop,Electronics,East,0,55000
100781,invalid,C0520,Tablet,Electronics,South,1,30000
100782,,C0241,Chair,Furniture,North,2,3500
100783,,C0459,Headphones,Electronics,North,3,3000
100784,2023-07-26,C0510,Tablet,Electronics,North,1,30000
100785,2023-11-06,C0571,Chair,Furniture,North,1,3500
100786,,C0312,Desk,Furniture,South,-1,8000
100787,,C0056,Tablet,Electronics,South,0,30000
100788,,C0485,Desk,Furniture,East,0,8000
100789,01-07-23,C0228,Laptop,Electronics,North,0,55000
100790,2023-01-24,C0299,Headphones,Electronics,East,-1,3000
100791,2023-05-11,C0144,Mobile,Electronics,West,2,20000
100792,,C0193,Desk,Furniture,North,1,8000
100793,2023-08-01,C0196,Chair,Furniture,East,0,3500
100794,,C0127,Laptop,Electronics,West,-1,55000
100795,2023-09-29,C0138,Desk,Furniture,West,3,8000
100796,invalid,C0567,Sofa,Furniture,West,1,25000
100797,2023/02/23,C0182,Desk,Furniture,South,0,8000
100798,,C0330,Chair,Furniture,West,-1,3500
100799,,C0255,Sofa,Furniture,East,0,25000
100800,,C0137,Tablet,Electronics,South,2,30000
100801,invalid,C0525,Sofa,Furniture,East,-1,25000
100802,2023/04/18,C0567,Sofa,Furniture,South,-1,25000
100803,2023/12/30,C0298,Desk,Furniture,East,-1,8000
100804,2023-06-30,C0516,Sofa,Furniture,East,1,25000
100805,invalid,C0597,Desk,Furniture,West,2,8000
100806,2023-07-15,C0014,Headphones,Electronics,North,2,3000
100807,24-03-23,C0058,Mobile,Electronics,South,1,20000
100808,2023-12-20,C0257,Tablet,Electronics,South,-1,30000
100809,20-08-23,C0209,Headphones,Electronics,North,1,3000
100810,invalid,C0576,Laptop,Electronics,South,3,55000
100811,,C0295,Mobile,Electronics,North,3,20000
100812,2023-05-09,C0321,Chair,Furniture,North,0,3500
100813,29-10-23,C0454,Mobile,Electronics,South,3,20000
100814,18-08-23,C0202,Desk,Furniture,South,-1,8000
100815,2023/09/21,C0077,Mobile,Electronics,South,-1,20000
100816,12-10-23,C0042,Laptop,Electronics,West,2,55000
100817,2023-06-19,C0165,Tablet,Electronics,East,1,30000
100818,2023/06/15,C0159,Chair,Furniture,North,-1,3500
100819,invalid,C0309,Desk,Furniture,West,1,8000
100820,2023/09/24,C0326,Tablet,Electronics,South,1,30000
100821,,C0518,Laptop,Electronics,South,0,55000
100822,2023/04/20,C0095,Desk,Furniture,East,2,8000
100823,22-04-23,C0340,Sofa,Furniture,East,1,25000
100824,invalid,C0544,Headphones,Electronics,West,3,3000
100825,2023/11/25,C0355,Laptop,Electronics,West,1,55000
100826,15-07-23,C0250,Desk,Furniture,North,3,8000
100827,invalid,C0396,Headphones,Electronics,East,1,3000
100828,,C0384,Laptop,Electronics,West,3,55000
100829,invalid,C0198,Tablet,Electronics,East,-1,30000
100830,2023-04-18,C0551,Laptop,Electronics,North,1,55000
100831,2023-04-16,C0219,Sofa,Furniture,West,-1,25000
100832,2023/01/13,C0446,Desk,Furniture,North,0,8000
100833,2023-02-07,C0340,Chair,Furniture,North,-1,3500
100834,invalid,C0258,Laptop,Electronics,North,1,55000
100835,,C0398,Tablet,Electronics,West,2,30000
100836,invalid,C0399,Tablet,Electronics,North,1,30000
100837,2023-07-03,C0065,Sofa,Furniture,North,-1,25000
100838,invalid,C0297,Desk,Furniture,East,1,8000
100839,,C0449,Tablet,Electronics,West,0,30000
100840,2023/07/20,C0161,Laptop,Electronics,South,2,55000
100841,2023/06/02,C0559,Headphones,Electronics,East,0,3000
100842,invalid,C0383,Sofa,Furniture,North,0,25000
100843,invalid,C0043,Mobile,Electronics,North,1,20000
100844,18-04-23,C0561,Chair,Furniture,North,3,3500
100845,,C0353,Sofa,Furniture,South,-1,25000
100846,2023/04/24,C0146,Headphones,Electronics,South,3,3000
100847,2023-04-03,C0259,Desk,Furniture,South,0,8000
100848,invalid,C0581,Sofa,Furniture,North,0,25000
100849,2023-05-09,C0075,Sofa,Furniture,East,3,25000
100850,02-07-23,C0595,Laptop,Electronics,West,1,55000
100851,14-11-23,C0241,Mobile,Electronics,North,-1,20000
100852,,C0326,Laptop,Electronics,West,1,55000
100853,invalid,C0314,Desk,Furniture,South,-1,8000
100854,2023/01/03,C0324,Tablet,Electronics,West,0,30000
100855,04-07-23,C0227,Tablet,Electronics,West,1,30000
100856,,C0340,Mobile,Electronics,West,-1,20000
100857,invalid,C0313,Tablet,Electronics,West,0,30000
100858,2023/10/03,C0084,Mobile,Electronics,East,-1,20000
100859,2023-09-17,C0079,Mobile,Electronics,North,1,20000
100860,invalid,C0596,Sofa,Furniture,West,1,25000
100861,2023/07/07,C0267,Laptop,Electronics,West,3,55000
100862,,C0298,Chair,Furniture,South,1,3500
100863,invalid,C0407,Desk,Furniture,East,1,8000
100864,,C0170,Sofa,Furniture,South,1,25000
100865,,C0580,Mobile,Electronics,South,3,20000
100866,2023-05-16,C0500,Laptop,Electronics,South,1,55000
100867,invalid,C0044,Tablet,Electronics,South,1,30000
100868,2023-11-29,C0466,Chair,Furniture,North,2,3500
100869,24-10-23,C0534,Tablet,Electronics,East,1,30000
100870,,C0179,Desk,Furniture,West,3,8000
100871,,C0080,Desk,Furniture,East,-1,8000
100872,,C0362,Desk,Furniture,East,2,8000
100873,,C0514,Desk,Furniture,South,1,8000
100874,2023/03/18,C0527,Mobile,Electronics,East,1,20000
100875,2023/08/01,C0371,Mobile,Electronics,North,1,20000
100876,,C0117,Headphones,Electronics,West,1,3000
100877,2023-05-05,C0166,Mobile,Electronics,West,3,20000
100878,2023/11/19,C0588,Laptop,Electronics,South,1,55000
100879,2023-03-27,C0587,Desk,Furniture,South,1,8000
100880,invalid,C0530,Tablet,Electronics,West,1,30000
100881,2023/08/18,C0291,Sofa,Furniture,North,1,25000
100882,2023/07/30,C0494,Desk,Furniture,South,2,8000
100883,invalid,C0597,Desk,Furniture,South,1,8000
100884,,C0172,Desk,Furniture,East,1,8000
100885,,C0236,Desk,Furniture,West,1,8000
100886,2023/11/07,C0208,Laptop,Electronics,West,1,55000
100887,invalid,C0488,Laptop,Electronics,North,1,55000
100888,2023/11/05,C0096,Headphones,Electronics,West,1,3000
100889,invalid,C0002,Desk,Furniture,West,0,8000
100890,2023/09/04,C0045,Tablet,Electronics,West,0,30000
100891,invalid,C0391,Headphones,Electronics,East,0,3000
100892,02-09-23,C0436,Desk,Furniture,South,1,8000
100893,invalid,C0086,Headphones,Electronics,East,1,3000
100894,2023-10-23,C0194,Chair,Furniture,North,1,3500
100895,,C0533,Desk,Furniture,North,1,8000
100896,24-02-23,C0324,Mobile,Electronics,West,-1,20000
100897,02-10-23,C0600,Mobile,Electronics,East,2,20000
100898,,C0375,Chair,Furniture,East,3,3500
100899,2023/07/09,C0571,Chair,Furniture,West,3,3500
100900,23-10-23,C0496,Desk,Furniture,East,3,8000
100901,2023-04-28,C0408,Tablet,Electronics,South,0,30000
100902,2023/09/18,C0166,Chair,Furniture,North,0,3500
100903,2023/07/19,C0347,Chair,Furniture,North,0,3500
100904,,C0094,Sofa,Furniture,South,1,25000
100905,2023/07/09,C0066,Chair,Furniture,East,1,3500
100906,,C0039,Laptop,Electronics,West,3,55000
100907,2023/11/24,C0294,Sofa,Furniture,North,3,25000
100908,invalid,C0011,Chair,Furniture,South,2,3500
100909,invalid,C0523,Mobile,Electronics,South,1,20000
100910,2023-03-22,C0369,Sofa,Furniture,South,1,25000
100911,,C0410,Laptop,Electronics,East,1,55000
100912,2023-02-16,C0531,Desk,Furniture,North,1,8000
100913,22-05-23,C0573,Desk,Furniture,East,1,8000
100914,,C0200,Mobile,Electronics,West,3,20000
100915,invalid,C0180,Laptop,Electronics,West,1,55000
100916,01-03-23,C0516,Desk,Furniture,East,1,8000
100917,,C0264,Headphones,Electronics,East,3,3000
100918,,C0250,Desk,Furniture,East,2,8000
100919,2023-05-13,C0029,Chair,Furniture,West,3,3500
100920,31-07-23,C0226,Laptop,Electronics,South,2,55000
100921,08-05-23,C0549,Tablet,Electronics,North,3,30000
100922,2023-10-11,C0409,Tablet,Electronics,East,1,30000
100923,2023/10/21,C0322,Mobile,Electronics,East,2,20000
100924,2023/05/01,C0195,Tablet,Electronics,West,1,30000
100925,2023/04/14,C0272,Sofa,Furniture,South,1,25000
100926,2023-03-03,C0365,Headphones,Electronics,South,1,3000
100927,invalid,C0505,Laptop,Electronics,North,-1,55000
100928,,C0381,Headphones,Electronics,East,2,3000
100929,invalid,C0503,Headphones,Electronics,South,1,3000
100930,2023-09-27,C0591,Chair,Furniture,South,1,3500
100931,invalid,C0490,Headphones,Electronics,North,2,3000
100932,2023-12-24,C0179,Chair,Furniture,West,0,3500
100933,2023-12-12,C0324,Desk,Furniture,North,2,8000
100934,05-07-23,C0595,Mobile,Electronics,North,2,20000
100935,invalid,C0266,Desk,Furniture,South,0,8000
100936,05-04-23,C0483,Mobile,Electronics,East,1,20000
100937,06-07-23,C0216,Chair,Furniture,West,2,3500
100938,2023/10/20,C0287,Headphones,Electronics,West,2,3000
100939,01-05-23,C0235,Mobile,Electronics,North,3,20000
100940,2023/03/18,C0391,Desk,Furniture,South,2,8000
100941,,C0010,Chair,Furniture,South,0,3500
100942,,C0530,Mobile,Electronics,East,0,20000
100943,,C0582,Tablet,Electronics,North,3,30000
100944,01-09-23,C0062,Sofa,Furniture,South,1,25000
100945,14-05-23,C0099,Headphones,Electronics,West,-1,3000
100946,11-01-23,C0574,Tablet,Electronics,East,1,30000
100947,invalid,C0360,Chair,Furniture,South,1,3500
100948,01-07-23,C0552,Sofa,Furniture,South,-1,25000
100949,,C0523,Tablet,Electronics,West,-1,30000
100950,2023/03/27,C0294,Chair,Furniture,West,3,3500
100951,invalid,C0346,Sofa,Furniture,West,0,25000
100952,2023/06/25,C0074,Chair,Furniture,North,0,3500
100953,06-11-23,C0325,Mobile,Electronics,East,1,20000
100954,28-10-23,C0278,Sofa,Furniture,West,2,25000
100955,2023/01/12,C0424,Desk,Furniture,South,2,8000
100956,2023-04-18,C0241,Mobile,Electronics,East,-1,20000
100957,2023-08-31,C0106,Mobile,Electronics,North,2,20000
100958,invalid,C0027,Desk,Furniture,West,1,8000
100959,,C0160,Laptop,Electronics,North,1,55000
100960,2023/03/09,C0291,Mobile,Electronics,West,1,20000
100961,2023-12-06,C0175,Desk,Furniture,North,0,8000
100962,,C0334,Tablet,Electronics,West,0,30000
100963,invalid,C0456,Tablet,Electronics,South,3,30000
100964,invalid,C0468,Desk,Furniture,West,3,8000
100965,,C0318,Sofa,Furniture,East,3,25000
